transferType,text,year,season,player,rowId,team,owner,transferTypeId
arrival," , (,, B.L.) - 22 Janu 2011",2010,1,Cunningham,11,Leicester,Manchester City,1
arrival," , (,, 27 M€) - 08 Janu 2011",2010,1,Dzeko,11,Wolfsburg,Manchester City,1
arrival," , (,, 8.9 M€) - 30 Augu 2006",2006,1,Huth,12,Chelsea,Middlesbrough,1
arrival," , (,, 10.5 M€) - 30 Augu 2006",2006,1,Woodgate,12,Real Madrid,Middlesbrough,1
arrival," , (,, 2.55 M€) - 26 July 2006",2006,1,Arca,12,Sunderland,Middlesbrough,1
arrival," , (,, B.L.) - 28 June 2007",2007,1,Le Tallec,10,Sochaux,Liverpool,1
arrival," , (,, B.L.) - 22 June 2007",2007,1,Carson,10,Charlton,Liverpool,1
departure," ,, 15 M€) - 31 Augu 2005",2005,1,Jenas,14,Tottenham,,2
departure," ,, L.) - 03 Augu 2005",2005,1,Butt,14,Birmingham City,,2
departure," ,, 7.5 M€) - 08 July 2005",2005,1,Bellamy,14,Blackburn,,2
arrival," , (,, B.L.) - 02 May 2008",2008,1,Riggott,12,Stoke City,Middlesbrough,1
departure," ,, L.) - 23 Janu 2009",2008,1,Mido,12,Wigan,,2
departure," ,, L.) - 07 Janu 2009",2008,1,Grounds,12,Norwich City,,2
arrival," , (,, 15 M€) - 25 June 2014",2014,1,Fernando,10,FC Porto,Manchester City,1
arrival," , (,, 0 €) - 13 June 2014",2014,1,Sagna,10,Arsenal,Manchester City,1
departure," ,, 3.5 M€) - 30 Janu 2015",2014,1,Sinclair,10,Aston Villa,,2
departure," ,, B.L.) - 30 June 2013",2013,1,Stockdale,8,Fulham,,2
departure," ,, B.L.) - 31 May 2013",2013,1,Boyd,8,Peterborough United,,2
departure," ,) - 01 July 2011",2011,1,Vieira,9,,,2
departure," ,, 0 €) - 23 June 2011",2011,1,Logan,9,Brentford,,2
arrival," , (,, B.L.) - 18 Janu 2012",2011,1,De Laet,10,Norwich City,Manchester United,1
departure," ,, L.) - 29 Janu 2013",2012,1,Hulse,11,Millwall,,2
departure," ,) - 21 Janu 2013",2012,1,Cissé,11,Al-Gharafa,,2
arrival," , (,, 19.7 M€) - 02 June 2009",2009,1,Barry,12,Aston Villa,Manchester City,1
departure," ,, L.) - 02 Febr 2010",2009,1,Benjani,12,Sunderland,,2
departure," ,, L.) - 28 Janu 2010",2009,1,Robinho,12,Santos,,2
arrival," , (,, 20 M€) - 18 Augu 2010",2010,1,Milner,11,Aston Villa,Manchester City,1
arrival," , (,, 29.5 M€) - 13 Augu 2010",2010,1,Balotelli,11,Inter Milan,Manchester City,1
arrival," , (,, B.L.) - 06 Augu 2010",2010,1,Robinho,11,Santos,Manchester City,1
arrival," , (man., ,) - 08 June 2006",2006,1,Southgate,12,,Middlesbrough,1
arrival," , (,, B.L.) - 01 June 2006",2006,1,Nemeth,12,Strasbourg,Middlesbrough,1
arrival," , (,, B.L.) - 01 May 2006",2006,1,Turnbull,12,Crewe,Middlesbrough,1
departure," ,, 11 M€) - 28 Janu 2008",2007,1,Sissoko,10,Juventus,,2
departure," ,, L.) - 31 Augu 2007",2007,1,Le Tallec,10,Le Mans,,2
departure," ,, 1.91 M€) - 08 July 2005",2005,1,Ambrose,14,Charlton,,2
departure," ,, L.) - 16 June 2005",2005,1,Robert,14,Portsmouth,,2
departure," ,, 3 M€) - 13 June 2005",2005,1,O'Brien,14,Portsmouth,,2
departure," ,, L.) - 21 Augu 2008",2008,1,McMahon,12,Sheffield Wednesday,,2
departure," ,, 5 M€) - 08 Augu 2008",2008,1,Young,12,Aston Villa,,2
departure," ,, 3.5 M€) - 23 July 2008",2008,1,Cattermole,12,Wigan,,2
departure," ,, L.) - 12 Janu 2015",2014,1,Nastasic,10,Schalke 04,,2
departure," ,, L.) - 01 Sept 2014",2014,1,Negredo,10,Valencia CF,,2
departure," ,, L.) - 01 Sept 2014",2014,1,Richards,10,Fiorentina,,2
departure," ,, B.L.) - 31 May 2013",2013,1,Fathi,8,Al Ahly,,2
departure," ,, 0 €) - 17 May 2013",2013,1,Olofinjana,8,,,2
departure," ,, 0 €) - 16 May 2013",2013,1,Cullen,8,,,2
arrival," , (,) - 08 Janu 2012",2011,1,Scholes,10,,Manchester United,1
arrival," , (,, B.L.) - 01 July 2011",2011,1,Macheda,10,Sampdoria,Manchester United,1
departure," ,, 0 €) - 08 Janu 2013",2012,1,Dyer,11,,,2
departure," ,) - 25 Nove 2012",2012,1,Bowen,11,QPR,,2
departure," ,) - 23 Nove 2012",2012,1,Hughes,11,,,2
departure," ,, L.) - 22 Janu 2010",2009,1,Jô,12,Galatasaray,,2
departure," ,) - 20 Dece 2009",2009,1,Hughes,12,,,2
departure," ,, 7 M€) - 02 Sept 2009",2009,1,Dunne,12,Aston Villa,,2
arrival," , (,, 23 M€) - 24 July 2010",2010,1,Kolarov,11,Lazio,Manchester City,1
arrival," , (,, 33 M€) - 14 July 2010",2010,1,Silva,11,Valencia CF,Manchester City,1
arrival," , (,, 32 M€) - 02 July 2010",2010,1,Touré,11,FC Barcelona,Manchester City,1
departure," ,) - 30 Janu 2007",2006,1,Maccarone,12,Siena,,2
departure," ,, 0 €) - 25 Janu 2007",2006,1,Ehiogu,12,Glasgow Rangers,,2
departure," ,) - 26 Augu 2007",2007,1,Paletta,10,Boca Juniors,,2
departure," ,, L.) - 10 Augu 2007",2007,1,Carson,10,Aston Villa,,2
departure," ,, 11.25 M€) - 10 July 2007",2007,1,Bellamy,10,West Ham,,2
departure," ,, 0 €) - 03 June 2005",2005,1,Kluivert,14,Valencia CF,,2
departure," ,) - 01 June 2005",2005,1,Hughes,14,Aston Villa,,2
arrival," , (,, B.L.) - 01 May 2006",2005,1,Péricard,15,Plymouth,Portsmouth,1
departure," ,, 1.4 M€) - 10 July 2008",2008,1,Boateng,12,Hull City,,2
departure," ,, 0 €) - 01 July 2008",2008,1,Lee,12,Seongnam,,2
departure," ,) - 22 May 2008",2008,1,Schwarzer,12,Fulham,,2
departure," ,, L.) - 19 Augu 2014",2014,1,Zuculini,10,Valencia CF,,2
departure," ,, 15 M€) - 14 Augu 2014",2014,1,Javi García,10,Zenit St. Petersburg,,2
departure," ,) - 16 May 2013",2013,1,Simpson,8,,,2
departure," ,) - 16 May 2013",2013,1,Dawson,8,,,2
departure," ,, B.L.) - 07 May 2013",2013,1,El Mohamady,8,Sunderland,,2
arrival," , (,, B.L.) - 01 July 2011",2011,1,Cleverley,10,Wigan,Manchester United,1
arrival," , (,, B.L.) - 01 July 2011",2011,1,Welbeck,10,Sunderland,Manchester United,1
arrival," , (,, 21 M€) - 29 June 2011",2011,1,De Gea,10,Atlético,Manchester United,1
departure," ,, L.) - 31 Augu 2012",2012,1,Barton,11,Marseille,,2
departure," ,, L.) - 31 Augu 2012",2012,1,Bothroyd,11,Sheffield Wednesday,,2
departure," ,, 0 €) - 24 Augu 2012",2012,1,Smith,11,Cardiff City,,2
departure," ,, 0 €) - 01 Sept 2009",2009,1,Ben Haïm,12,Portsmouth,,2
departure," ,, 1.75 M€) - 15 Augu 2009",2009,1,Schmeichel,12,Notts County,,2
departure," ,, 0 €) - 06 Augu 2009",2009,1,Ball,12,Leicester,,2
arrival," , (,, B.L.) - 01 July 2010",2010,1,Caicedo,11,Malaga,Manchester City,1
arrival," , (,, 12.5 M€) - 01 July 2010",2010,1,Boateng,11,Hamburger SV,Manchester City,1
departure," ,, 0 €) - 25 Janu 2007",2006,1,Parlour,12,,,2
departure," ,, L.) - 08 Janu 2007",2006,1,Wheater,12,Darlington,,2
departure," ,, L.) - 13 Nove 2006",2006,1,Bates,12,Ipswich,,2
departure," ,, 6 M€) - 03 July 2007",2007,1,Luis García,10,Atlético Madrid,,2
departure," ,, 6 M€) - 01 July 2007",2007,1,González,10,Real Betis,,2
departure," ,, 0 €) - 01 July 2007",2007,1,Fowler,10,,,2
arrival," , (,, L.) - 31 Janu 2006",2005,1,D'Alessandro,15,Wolfsburg,Portsmouth,1
arrival," , (,, L.) - 30 Janu 2006",2005,1,Routledge,15,Tottenham,Portsmouth,1
arrival," , (,, 221.33 k€) - 25 Janu 2006",2005,1,Kiely,15,Charlton,Portsmouth,1
departure," ,) - 21 May 2008",2008,1,Fábio Rochemback,12,Sporting CP,,2
arrival," , (man., ,) - 02 Apri 2009",2008,1,Shearer,13,,Newcastle United,1
departure," ,, L.) - 12 Augu 2014",2014,1,Rekik,10,PSV Eindhoven,,2
departure," ,, 12.6 M€) - 05 Augu 2014",2014,1,Rodwell,10,Sunderland,,2
departure," ,, L.) - 07 July 2014",2014,1,Lopes,10,Lille,,2
arrival," , (,, 23 M€) - 02 Sept 2013",2013,1,Sakho,9,Paris S-G,Liverpool,1
arrival," , (,, 7 M€) - 02 Sept 2013",2013,1,Tiago Ilori,9,Sporting CP,Liverpool,1
arrival," , (,, L.) - 01 Sept 2013",2013,1,Moses,9,Chelsea,Liverpool,1
arrival," , (,, 19.2 M€) - 23 June 2011",2011,1,Young,10,Aston Villa,Manchester United,1
arrival," , (,, 19 M€) - 13 June 2011",2011,1,Jones,10,Blackburn,Manchester United,1
arrival," , (,, B.L.) - 01 June 2011",2011,1,Diouf,10,Blackburn,Manchester United,1
departure," ,, 635 k€) - 22 Augu 2012",2012,1,Connolly,11,Cardiff City,,2
departure," ,, 0 €) - 03 Augu 2012",2012,1,Helguson,11,Cardiff City,,2
departure," ,) - 10 July 2012",2012,1,Kenny,11,Leeds United,,2
departure," ,, 7 M€) - 30 July 2009",2009,1,Elano,12,Galatasaray,,2
departure," ,, L.) - 29 July 2009",2009,1,Bojinov,12,Parma,,2
arrival," , (,, B.L.) - 01 July 2010",2010,1,Jô,11,Galatasaray,Manchester City,1
arrival," , (,, B.L.) - 01 July 2010",2010,1,Bojinov,11,Parma,Manchester City,1
arrival," , (,, B.L.) - 01 July 2010",2010,1,Etuhu,11,Cardiff City,Manchester City,1
departure," ,, L.) - 16 Octo 2006",2006,1,Johnson,12,Leeds,,2
departure," ,, 0 €) - 28 Augu 2006",2006,1,Nemeth,12,Alemannia Aachen,,2
departure," ,, L.) - 04 Augu 2006",2006,1,Jones,12,S Wednesday,,2
departure," ,, 0 €) - 01 July 2007",2007,1,Zenden,10,Marseille,,2
departure," ,) - 01 July 2007",2007,1,Dudek,10,Real Madrid,,2
arrival," , (,, 13.1 M€) - 05 Febr 2008",2007,1,Benjani,11,Portsmouth,Manchester City,1
arrival," , (,, 4 M€) - 12 Janu 2006",2005,1,Pamarot,15,Tottenham,Portsmouth,1
arrival," , (,, 3.5 M€) - 12 Janu 2006",2005,1,Davis,15,Tottenham,Portsmouth,1
arrival," , (,, 3 M€) - 12 Janu 2006",2005,1,Pedro Mendes,15,Tottenham,Portsmouth,1
arrival," , (man., ,) - 07 Febr 2009",2008,1,Hughton,13,Newcastle,Newcastle United,1
arrival," , (,) - 02 Febr 2009",2008,1,Taylor,13,Wigan,Newcastle United,1
departure," ,) - 20 June 2014",2014,1,Lescott,10,West Bromwich Albion,,2
departure," ,, 0 €) - 16 June 2014",2014,1,Pantilimon,10,Sunderland,,2
arrival," , (,, B.L.) - 11 Janu 2015",2014,1,Keane,11,Burnley,Manchester United,1
arrival," , (,, L.) - 16 Augu 2013",2013,1,Cissokho,9,Valencia CF,Liverpool,1
arrival," , (,, 0 €) - 02 July 2013",2013,1,Touré,9,Man City,Liverpool,1
arrival," , (,, B.L.) - 01 July 2013",2013,1,Spearing,9,Bolton,Liverpool,1
departure," ,, L.) - 21 Febr 2012",2011,1,Kuszczak,10,Watford,,2
departure," ,, 1.8 M€) - 28 Janu 2012",2011,1,Diouf,10,Hannover 96,,2
departure," ,) - 30 June 2012",2012,1,Buzsáky,11,,,2
departure," ,) - 06 June 2012",2012,1,Bruno Perone,11,,,2
departure," ,, B.L.) - 01 June 2012",2012,1,Taiwo,11,AC Milan,,2
departure," ,, 3.5 M€) - 24 July 2009",2009,1,Evans,12,Sheffield United,,2
departure," ,, L.) - 23 July 2009",2009,1,Caicedo,12,Sporting CP,,2
departure," ,, 3.5 M€) - 10 July 2009",2009,1,Fernandes,12,Saint-Etienne,,2
arrival," , (,, B.L.) - 01 July 2010",2010,1,Hart,11,Birmingham,Manchester City,1
arrival," , (,, B.L.) - 30 June 2010",2010,1,Benjani,11,Sunderland,Manchester City,1
arrival," , (,, B.L.) - 01 June 2010",2010,1,Logan,11,Tranmere,Manchester City,1
departure," ,, 4.5 M€) - 26 July 2006",2006,1,Queudrue,12,Fulham,,2
departure," ,) - 06 July 2006",2006,1,Doriva,12,Blackpool,,2
arrival," , (,, 7 M€) - 31 Janu 2008",2007,1,Caicedo,11,FC Basel,Manchester City,1
arrival," , (,, B.L.) - 30 Janu 2008",2007,1,Miller,11,WBA,Manchester City,1
arrival," , (,, B.L.) - 02 Janu 2008",2007,1,Schmeichel,11,Cardiff City,Manchester City,1
arrival," , (,, 6.15 M€) - 06 Janu 2006",2005,1,Benjani,15,Auxerre,Portsmouth,1
arrival," , (,) - 04 Janu 2006",2005,1,Olisadebe,15,Panathinaikos,Portsmouth,1
arrival," , (,, L.) - 01 Janu 2006",2005,1,Koroman,15,Terek Grozny,Portsmouth,1
arrival," , (,, 5 M€) - 29 Janu 2009",2008,1,Nolan,13,Bolton,Newcastle United,1
arrival," , (,, 0 €) - 22 Janu 2009",2008,1,Lovenkrands,13,,Newcastle United,1
arrival," , (man., ,) - 26 Sept 2008",2008,1,Kinnear,13,Nottingham,Newcastle United,1
arrival," , (,, 0 €) - 08 Janu 2015",2014,1,Valdés,11,FC Barcelona,Manchester United,1
arrival," , (,, L.) - 01 Sept 2014",2014,1,Falcao,11,Monaco,Manchester United,1
arrival," , (,, 8 M€) - 01 July 2013",2013,1,Luis Alberto,9,Sevilla FC,Liverpool,1
arrival," , (,, B.L.) - 01 July 2013",2013,1,Pacheco,9,Huesca,Liverpool,1
arrival," , (,, B.L.) - 30 June 2013",2013,1,Carroll,9,West Ham,Liverpool,1
departure," ,, 600 k€) - 13 Janu 2012",2011,1,Gibson,10,Everton,,2
departure," ,, L.) - 02 Janu 2012",2011,1,Macheda,10,Queens Park Rangers,,2
departure," ,, 3.3 M€) - 08 Augu 2011",2011,1,Obertan,10,Newcastle United,,2
departure," ,, B.L.) - 01 June 2012",2012,1,Macheda,11,Manchester United,,2
departure," ,, 0 €) - 21 May 2012",2012,1,Agyemang,11,,,2
departure," ,) - 21 May 2012",2012,1,Ramage,11,,,2
departure," ,, 7.25 M€) - 03 July 2009",2009,1,Sturridge,12,Chelsea,,2
departure," ,) - 02 July 2009",2009,1,Mills,12,,,2
departure," ,, 0 €) - 02 July 2009",2009,1,Hamann,12,,,2
departure," ,, 0 €) - 25 Febr 2011",2010,1,Etuhu,11,,,2
departure," ,, L.) - 25 Janu 2011",2010,1,Adebayor,11,Real Madrid,,2
departure," ,, 0 €) - 04 July 2006",2006,1,Hasselbaink,12,,,2
departure," ,) - 08 June 2006",2006,1,Southgate,12,,,2
departure," ,, 0 €) - 01 June 2006",2006,1,Cooper,12,,,2
arrival," , (,, B.L.) - 01 Janu 2008",2007,1,Mills,11,Charlton,Manchester City,1
arrival," , (,, B.L.) - 31 Dece 2007",2007,1,Dickov,11,Crystal Palace,Manchester City,1
arrival," , (,, L.) - 19 Dece 2007",2007,1,Castillo,11,Shakhtar,Manchester City,1
arrival," , (man., ,, 0 €) - 07 Dece 2005",2005,1,Redknapp,15,Southampton,Portsmouth,1
arrival," , (man., ,) - 24 Nove 2005",2005,1,Jordan,15,Bristol City,Portsmouth,1
arrival," , (,, L.) - 31 Augu 2005",2005,1,Diao,15,Liverpool,Portsmouth,1
arrival," , (,, 6.6 M€) - 01 Sept 2008",2008,1,Xisco,13,Depor,Newcastle United,1
arrival," , (,) - 01 Sept 2008",2008,1,González,13,Monaco,Newcastle United,1
arrival," , (,, 17.7 M€) - 01 Sept 2014",2014,1,Blind,11,Ajax,Manchester United,1
arrival," , (,, 75 M€) - 26 Augu 2014",2014,1,Di María,11,Real Madrid,Manchester United,1
arrival," , (,, 20 M€) - 19 Augu 2014",2014,1,Rojo,11,Sporting CP,Manchester United,1
arrival," , (,, 12 M€) - 22 June 2013",2013,1,Mignolet,9,Sunderland,Liverpool,1
arrival," , (,, 9 M€) - 19 June 2013",2013,1,Aspas,9,Celta Vigo,Liverpool,1
departure," ,, L.) - 22 Janu 2014",2013,1,Coates,9,Nacional Montevideo,,2
departure," ,, 5 M€) - 07 July 2011",2011,1,O'Shea,10,Sunderland,,2
departure," ,, 2.5 M€) - 07 July 2011",2011,1,Brown,10,Sunderland,,2
departure," ,) - 01 July 2011",2011,1,Hargreaves,10,,,2
departure," ,, 0 €) - 21 May 2012",2012,1,Cook,11,,,2
departure," ,) - 21 May 2012",2012,1,Vine,11,,,2
departure," ,, 0 €) - 02 July 2009",2009,1,Vassell,12,,,2
departure," ,) - 01 July 2009",2009,1,Gláuber,12,,,2
departure," ,, L.) - 24 June 2009",2009,1,Hart,12,Birmingham City,,2
departure," ,, L.) - 14 Janu 2011",2010,1,Ibrahim,11,Scunthorpe United,,2
departure," ,, L.) - 14 Janu 2011",2010,1,Santa Cruz,11,Blackburn,,2
departure," ,, L.) - 12 Janu 2011",2010,1,Bridge,11,West Ham,,2
departure," ,) - 11 May 2006",2006,1,McClaren,12,,,2
arrival," , (,, L.) - 30 Janu 2007",2006,1,Onyewu,13,Standard,Newcastle United,1
arrival," , (,, 0 €) - 10 Octo 2006",2006,1,Srnicek,13,,Newcastle United,1
arrival," , (,, 2.25 M€) - 02 Augu 2007",2007,1,Garrido,11,Real Sociedad,Manchester City,1
arrival," , (,, 13 M€) - 02 Augu 2007",2007,1,Corluka,11,Dinamo Zagreb,Manchester City,1
arrival," , (,, 12 M€) - 02 Augu 2007",2007,1,Elano,11,Shakhtar,Manchester City,1
arrival," , (,) - 31 Augu 2005",2005,1,Darío Silva,15,Sevilla FC,Portsmouth,1
arrival," , (,, L.) - 30 Augu 2005",2005,1,Vukic,15,Shakhtar,Portsmouth,1
arrival," , (,, 10 M€) - 15 Augu 2008",2008,1,Coloccini,13,Depor,Newcastle United,1
arrival," , (,, 1.8 M€) - 29 July 2008",2008,1,Bassong,13,Metz,Newcastle United,1
arrival," , (,, 4.3 M€) - 11 July 2008",2008,1,Guthrie,13,Liverpool B,Newcastle United,1
arrival," , (man., ,) - 15 July 2014",2014,1,van Gaal,11,Netherlands,Manchester United,1
arrival," , (,) - 01 July 2014",2014,1,McNair,11,Man U,Manchester United,1
arrival," , (,, B.L.) - 01 July 2014",2014,1,Bébé,11,Paços,Manchester United,1
departure," ,, L.) - 20 Janu 2014",2013,1,Tiago Ilori,9,Granada CF,,2
departure," ,, L.) - 28 Nove 2013",2013,1,Morgan,9,Yeovil,,2
departure," ,, L.) - 21 Octo 2013",2013,1,Wisdom,9,Derby County,,2
departure," ,) - 01 July 2011",2011,1,Van der Sar,10,,,2
departure," ,) - 01 July 2011",2011,1,Scholes,10,,,2
departure," ,, L.) - 17 June 2011",2011,1,De Laet,10,Norwich City,,2
departure," ,) - 21 May 2012",2012,1,Borrowdale,11,,,2
departure," ,) - 21 May 2012",2012,1,Gabbidon,11,,,2
arrival," , (,, B.L.) - 04 Janu 2010",2009,1,Cathcart,13,Watford,Manchester United,1
arrival," , (,, 4.5 M€) - 31 Dece 2009",2009,1,Diouf,13,Molde,Manchester United,1
arrival," , (,, 4 M€) - 08 July 2009",2009,1,Obertan,13,Bordeaux,Manchester United,1
departure," ,, L.) - 22 Octo 2010",2010,1,Cunningham,11,Leicester,,2
departure," ,, 18 M€) - 31 Augu 2010",2010,1,Robinho,11,AC Milan,,2
departure," ,, 1 M€) - 31 Augu 2010",2010,1,Caicedo,11,Levante,,2
arrival," , (,) - 31 Augu 2006",2006,1,Sibierski,13,Man City,Newcastle United,1
arrival," , (,, L.) - 31 Augu 2006",2006,1,Rossi,13,Man U,Newcastle United,1
arrival," , (,, 15 M€) - 25 Augu 2006",2006,1,Martins,13,Inter Milan,Newcastle United,1
arrival," , (,, 8 M€) - 01 Augu 2007",2007,1,Bojinov,11,Fiorentina,Manchester City,1
arrival," , (,, 7 M€) - 26 July 2007",2007,1,Petrov,11,Atlético,Manchester City,1
arrival," , (,, 750 k€) - 22 Augu 2005",2005,1,Priske,15,RC Genk,Portsmouth,1
arrival," , (,, 0 €) - 01 Augu 2005",2005,1,Mbesuma,15,Kaizer Chiefs,Portsmouth,1
arrival," , (,, L.) - 22 July 2005",2005,1,Karadas,15,Benfica,Portsmouth,1
arrival," , (,, 12 M€) - 02 July 2008",2008,1,Gutiérrez,13,Mallorca,Newcastle United,1
arrival," , (staff, ,, 0 €) - 24 June 2008",2008,1,Money,13,,Newcastle United,1
arrival," , (,, B.L.) - 31 May 2008",2008,1,Ameobi,13,Stoke City,Newcastle United,1
arrival," , (,, B.L.) - 01 July 2014",2014,1,Anderson,11,Fiorentina,Manchester United,1
arrival," , (,, B.L.) - 01 July 2014",2014,1,Zaha,11,Cardiff City,Manchester United,1
arrival," , (,, B.L.) - 30 June 2014",2014,1,Henríquez,11,Real Zaragoza,Manchester United,1
departure," ,, 0 €) - 02 Sept 2013",2013,1,Pacheco,9,Alcorcón,,2
departure," ,, L.) - 01 Sept 2013",2013,1,Borini,9,Sunderland,,2
departure," ,, L.) - 10 June 2011",2011,1,Bébé,10,Besiktas,,2
arrival," , (,, 12 M€) - 17 Janu 2012",2011,1,Cissé,11,Freiburg,Newcastle United,1
arrival," , (,, B.L.) - 21 Nove 2011",2011,1,Harper,11,Brighton,Newcastle United,1
departure," ,) - 21 May 2012",2012,1,Shittu,11,,,2
departure," ,, 0 €) - 21 May 2012",2012,1,Hall,11,,,2
arrival," , (,, B.L.) - 04 Apri 2013",2012,1,Obita,12,Oldham,Reading,1
arrival," , (,, 0 €) - 03 July 2009",2009,1,Owen,13,Newcastle,Manchester United,1
arrival," , (,, B.L.) - 01 July 2009",2009,1,Hewson,13,Hereford,Manchester United,1
departure," ,) - 18 Augu 2010",2010,1,Ireland,11,Aston Villa,,2
departure," ,, L.) - 17 Augu 2010",2010,1,Bellamy,11,Cardiff,,2
departure," ,, L.) - 12 Augu 2010",2010,1,Onuoha,11,Sunderland,,2
arrival," , (,, 7 M€) - 23 July 2006",2006,1,Duff,13,Chelsea,Newcastle United,1
arrival," , (,, B.L.) - 01 June 2006",2006,1,Milner,13,Aston Villa,Newcastle United,1
arrival," , (,, B.L.) - 08 May 2006",2006,1,Butt,13,Birmingham,Newcastle United,1
arrival," , (,) - 17 July 2007",2007,1,Geovanni,11,Cruzeiro,Manchester City,1
arrival," , (staff, ,) - 14 July 2007",2007,1,Backe,11,,Manchester City,1
arrival," , (,, 5.5 M€) - 14 July 2007",2007,1,Fernandes,11,FC Sion,Manchester City,1
arrival," , (,, 0 €) - 22 July 2005",2005,1,Westerveld,15,Mallorca,Portsmouth,1
arrival," , (,, 0 €) - 12 July 2005",2005,1,Vignal,15,Liverpool B,Portsmouth,1
arrival," , (,, 1.18 M€) - 07 July 2005",2005,1,Viáfara,15,Once Caldas,Portsmouth,1
departure," ,) - 02 Apri 2009",2008,1,Hughton,13,Newcastle,,2
departure," ,) - 07 Febr 2009",2008,1,Kinnear,13,,,2
arrival," , (,, 33 M€) - 27 June 2014",2014,1,Shaw,11,Southampton,Manchester United,1
arrival," , (,, 36 M€) - 26 June 2014",2014,1,Ander Herrera,11,Ath. Bilbao,Manchester United,1
arrival," , (,, B.L.) - 01 June 2014",2014,1,Keane,11,QPR,Manchester United,1
departure," ,, L.) - 27 Augu 2013",2013,1,Assaidi,9,Stoke City,,2
departure," ,, 7 M€) - 13 Augu 2013",2013,1,Downing,9,West Ham,,2
departure," ,, 1.6 M€) - 09 Augu 2013",2013,1,Spearing,9,Bolton,,2
arrival," , (,) - 30 Augu 2011",2011,1,Elliot,11,Charlton,Newcastle United,1
arrival," , (,, 6 M€) - 30 Augu 2011",2011,1,Santon,11,Inter Milan,Newcastle United,1
arrival," , (,, 3.3 M€) - 08 Augu 2011",2011,1,Obertan,11,Man U,Newcastle United,1
arrival," , (,, B.L.) - 01 Apri 2013",2012,1,Taylor,12,Crawley Town,Reading,1
arrival," , (man., ,) - 26 Marc 2013",2012,1,Adkins,12,,Reading,1
arrival," , (,, B.L.) - 01 July 2009",2009,1,Manucho,13,Hull City,Manchester United,1
arrival," , (,, 19 M€) - 29 June 2009",2009,1,Valencia,13,Wigan,Manchester United,1
departure," ,, L.) - 27 Janu 2010",2009,1,Tosic,13,FC Köln,,2
departure," ,, 2.5 M€) - 30 July 2010",2010,1,Garrido,11,Lazio,,2
departure," ,, L.) - 21 July 2010",2010,1,Nielsen,11,Tranmere,,2
departure," ,, 6 M€) - 04 July 2010",2010,1,Bojinov,11,Parma,,2
departure," ,, B.L.) - 17 Janu 2007",2006,1,Rossi,13,Man U,,2
departure," ,, 4.8 M€) - 22 Augu 2006",2006,1,Boumsong,13,Juventus,,2
departure," ,, 2.94 M€) - 08 Augu 2006",2006,1,Faye,13,Charlton,,2
arrival," , (,, 13 M€) - 12 July 2007",2007,1,Bianchi,11,Reggio Calabria,Manchester City,1
arrival," , (man., ,) - 06 July 2007",2007,1,Eriksson,11,,Manchester City,1
arrival," , (,, B.L.) - 01 July 2005",2005,1,Mornar,15,Rennes,Portsmouth,1
arrival," , (,, L.) - 16 June 2005",2005,1,Robert,15,Newcastle,Portsmouth,1
arrival," , (,, 3 M€) - 13 June 2005",2005,1,O'Brien,15,Newcastle,Portsmouth,1
departure," ,, 6.5 M€) - 02 Febr 2009",2008,1,N'Zogbia,13,Wigan,,2
departure," ,) - 02 Febr 2009",2008,1,Given,13,Manchester City,,2
departure," ,, 0 €) - 04 Sept 2008",2008,1,Keegan,13,,,2
arrival," , (,, B.L.) - 01 June 2014",2014,1,Blackett,11,Birmingham,Manchester United,1
arrival," , (,, B.L.) - 01 June 2014",2014,1,Powell,11,Wigan,Manchester United,1
departure," ,) - 02 Febr 2015",2014,1,Anderson,11,Internacional,,2
departure," ,, L.) - 29 July 2013",2013,1,Reina,9,Napoli,,2
departure," ,, L.) - 12 July 2013",2013,1,Suso,9,Almeria,,2
arrival," , (,, 0 €) - 01 July 2011",2011,1,Marveaux,11,Rennes,Newcastle United,1
arrival," , (,, 0 €) - 17 June 2011",2011,1,Ba,11,West Ham,Newcastle United,1
arrival," , (,, 5 M€) - 10 June 2011",2011,1,Cabaye,11,Lille,Newcastle United,1
arrival," , (man., ,) - 14 Marc 2013",2012,1,Dolan,12,Reading,Reading,1
arrival," , (,, 1.5 M€) - 30 Janu 2013",2012,1,Blackman,12,Sheffield U,Reading,1
arrival," , (,, 360 k€) - 15 Janu 2013",2012,1,Sunzu,12,Mazembe,Reading,1
departure," ,, L.) - 14 Sept 2009",2009,1,Cathcart,13,Watford,,2
departure," ,, 2.42 M€) - 17 July 2009",2009,1,Manucho,13,Valladolid,,2
departure," ,, 29 M€) - 14 July 2009",2009,1,Tévez,13,Manchester City,,2
departure," ,, 0 €) - 01 July 2010",2010,1,Benjani,11,,,2
departure," ,) - 01 July 2010",2010,1,Sylvinho,11,,,2
departure," ,, 0 €) - 04 Augu 2006",2006,1,Elliott,13,Sunderland,,2
departure," ,, 737.78 k€) - 14 June 2006",2006,1,Chopra,13,Cardiff,,2
departure," ,, 0 €) - 08 June 2006",2006,1,Bowyer,13,West Ham,,2
departure," ,, L.) - 13 Marc 2008",2007,1,Schmeichel,11,Coventry,,2
departure," ,, 1.33 M€) - 31 Janu 2008",2007,1,Miller,11,WBA,,2
departure," ,, L.) - 31 Janu 2008",2007,1,Dickov,11,Blackpool,,2
arrival," , (,, B.L.) - 09 May 2005",2005,1,Unsworth,15,Ipswich Town,Portsmouth,1
