transferType,text,year,season,player,rowId,team,owner,transferTypeId
arrival," , (,, 7.25 M€) - 03 July 2009",2009,1,Sturridge,7,Man City,Chelsea,1
arrival," , (,) - 02 July 2009",2009,1,Turnbull,7,Middlesbrough,Chelsea,1
arrival," , (,, 2.75 M€) - 20 Janu 2011",2010,1,Wheater,6,Middlesbrough,Bolton Wanderers,1
arrival," , (,, B.L.) - 31 Dece 2010",2010,1,O'Brien,6,Leeds United,Bolton Wanderers,1
departure," ,, 12 M€) - 14 June 2006",2006,1,Gudjohnsen,6,Barcelona,,2
departure," ,, B.L.) - 20 May 2006",2006,1,Maniche,6,Dinamo M.,,2
arrival," , (,, L.) - 31 Janu 2007",2006,1,Fernandes,7,Portsmouth,Everton,1
arrival," , (,, B.L.) - 02 Janu 2008",2007,1,Nyatanga,7,Barnsley,Derby County,1
arrival," , (,, B.L.) - 27 Dece 2007",2007,1,Macken,7,Barnsley,Derby County,1
arrival," , (,, B.L.) - 23 Dece 2007",2007,1,Johnson,7,S Wednesday,Derby County,1
arrival," , (,, B.L.) - 01 May 2005",2005,1,Fox,8,Stranraer,Everton,1
departure," ,, 4 M€) - 19 Janu 2006",2005,1,Kroldrup,8,Fiorentina,,2
departure," ,) - 01 Sept 2008",2008,1,John,7,NEC Nijmegen,,2
departure," ,) - 01 Sept 2008",2008,1,Smertin,7,,,2
departure," ,, L.) - 28 Augu 2008",2008,1,Volz,7,Ipswich Town,,2
departure," ,, L.) - 03 Octo 2014",2014,1,Ramage,5,Barnsley,,2
departure," ,, L.) - 10 Sept 2014",2014,1,Garvan,5,Bolton Wanderers,,2
departure," ,, L.) - 01 Sept 2014",2014,1,Murray,5,Reading,,2
departure," ,) - 23 Octo 2013",2013,1,Holloway,5,,,2
departure," ,, L.) - 02 Sept 2013",2013,1,Ramage,5,Barnsley,,2
arrival," , (,, B.L.) - 01 June 2011",2011,1,Borini,5,Swansea,Chelsea,1
arrival," , (,, B.L.) - 01 June 2011",2011,1,Bruma,5,Leicester,Chelsea,1
departure," ,) - 04 Marc 2012",2011,1,Villas-Boãs,5,,,2
departure," ,, 5 M€) - 27 Janu 2012",2011,1,Alex,5,Paris S-G,,2
arrival," , (,, B.L.) - 31 May 2012",2012,1,Bridge,7,Sunderland,Manchester City,1
arrival," , (,, B.L.) - 14 May 2012",2012,1,Adebayor,7,Tottenham,Manchester City,1
departure," ,, 20 M€) - 31 Janu 2013",2012,1,Balotelli,7,AC Milan,,2
arrival," , (,, B.L.) - 01 July 2009",2009,1,Shevchenko,7,AC Milan,Chelsea,1
arrival," , (man., ,) - 01 July 2009",2009,1,Ancelotti,7,,Chelsea,1
arrival," , (,, B.L.) - 30 June 2009",2009,1,Pizarro,7,Werder Bremen,Chelsea,1
arrival," , (,, L.) - 31 Augu 2010",2010,1,Rodrigo,6,Benfica,Bolton Wanderers,1
arrival," , (,, 0 €) - 04 Augu 2010",2010,1,Klasnic,6,,Bolton Wanderers,1
arrival," , (,) - 27 July 2010",2010,1,Marcos Alonso,6,Real Madrid B,Bolton Wanderers,1
arrival," , (,, 4.2 M€) - 01 Janu 2007",2006,1,Howard,7,Man U,Everton,1
arrival," , (,, B.L.) - 19 Dece 2006",2006,1,Anderson Silva,7,Malaga,Everton,1
arrival," , (man., ,, 0 €) - 28 Nove 2007",2007,1,Jewell,7,,Derby County,1
arrival," , (staff, ,, 0 €) - 01 Nove 2007",2007,1,Ternent,7,,Derby County,1
arrival," , (,, 4.5 M€) - 31 Augu 2007",2007,1,Miller,7,Celtic,Derby County,1
departure," ,, 3.39 M€) - 17 Janu 2006",2005,1,Bent,8,Charlton,,2
departure," ,, L.) - 31 Augu 2005",2005,1,Anderson Silva,8,Malaga,,2
departure," ,, 0 €) - 02 Augu 2005",2005,1,Stubbs,8,Sunderland,,2
departure," ,, L.) - 22 Augu 2008",2008,1,Johnson,7,Cardiff City,,2
departure," ,, 3.8 M€) - 21 Augu 2008",2008,1,Davis,7,Rangers,,2
departure," ,, 1.53 M€) - 21 Augu 2008",2008,1,Healy,7,Sunderland,,2
departure," ,) - 20 Augu 2014",2014,1,Jerome,5,Norwich,,2
departure," ,) - 14 Augu 2014",2014,1,Pulis,5,,,2
departure," ,, L.) - 07 Augu 2014",2014,1,Dobbie,5,Fleetwood Town,,2
departure," ,) - 09 July 2013",2013,1,Marrow,5,Blackburn,,2
departure," ,) - 04 July 2013",2013,1,Moritz,5,,,2
departure," ,, 18 M€) - 01 July 2013",2013,1,Zaha,5,Man U,,2
departure," ,, L.) - 16 Janu 2012",2011,1,van Aanholt,5,Vitesse Arnhem,,2
departure," ,, L.) - 16 Janu 2012",2011,1,McEachran,5,Swansea,,2
departure," ,) - 05 Dece 2012",2012,1,Johnson,7,,,2
departure," ,, L.) - 30 Augu 2012",2012,1,Santa Cruz,7,Malaga,,2
departure," ,) - 30 Augu 2012",2012,1,Savic,7,Fiorentina,,2
departure," ,) - 29 Augu 2009",2009,1,Shevchenko,7,Dynamo Kyiv,,2
departure," ,, 2 M€) - 18 Augu 2009",2009,1,Pizarro,7,Werder Bremen,,2
departure," ,, L.) - 04 Augu 2009",2009,1,Di Santo,7,Blackburn,,2
arrival," , (,, 0 €) - 05 July 2010",2010,1,Blake,6,Burnley,Bolton Wanderers,1
arrival," , (,) - 22 June 2010",2010,1,Petrov,6,Man City,Bolton Wanderers,1
arrival," , (,, B.L.) - 01 June 2010",2010,1,Hunt,6,Derby County,Bolton Wanderers,1
arrival," , (,, B.L.) - 16 Dece 2006",2006,1,Turner,7,Crystal Palace,Everton,1
arrival," , (,, 7.3 M€) - 14 June 2006",2006,1,Lescott,7,Wolverhampton,Everton,1
arrival," , (,, 295.11 k€) - 20 Augu 2007",2007,1,Lewis,7,Leeds United,Derby County,1
arrival," , (,, 1.5 M€) - 16 Augu 2007",2007,1,Feilhaber,7,Hamburger SV B,Derby County,1
arrival," , (,, 0 €) - 01 Augu 2007",2007,1,Griffin,7,Portsmouth,Derby County,1
departure," ,, 0 €) - 06 July 2005",2005,1,Bosnar,8,Dinamo Zagreb,,2
departure," ,, 0 €) - 05 July 2005",2005,1,Watson,8,West Bromwich Albion,,2
departure," ,) - 01 July 2005",2005,1,Plessis,8,Clermont,,2
departure," ,) - 18 Augu 2008",2008,1,Keller,7,Seattle Sounders,,2
departure," ,) - 25 July 2008",2008,1,Ashton,7,Wycombe,,2
departure," ,) - 18 July 2008",2008,1,Stefanovic,7,Norwich City,,2
departure," ,, 1.8 M€) - 22 July 2014",2014,1,Campaña,5,Sampdoria,,2
departure," ,) - 30 June 2014",2014,1,Ince,5,Hull City,,2
departure," ,) - 12 June 2014",2014,1,Dikgacoi,5,Cardiff,,2
departure," ,, B.L.) - 31 May 2013",2013,1,Richards,5,Swansea,,2
departure," ,, B.L.) - 31 May 2013",2013,1,Nimely,5,Man City,,2
arrival," , (,, B.L.) - 28 Apri 2014",2013,1,Vellios,6,Blackpool,Everton,1
departure," ,, 0 €) - 01 Janu 2012",2011,1,Anelka,5,Shanghai Shenhua,,2
departure," ,, L.) - 31 Augu 2011",2011,1,Kakuta,5,Bolton Wanderers,,2
departure," ,) - 30 Augu 2012",2012,1,de Jong,7,AC Milan,,2
departure," ,, 12.6 M€) - 25 Augu 2012",2012,1,Johnson,7,Sunderland,,2
departure," ,, L.) - 24 Augu 2012",2012,1,Boyata,7,FC Twente,,2
departure," ,) - 21 July 2009",2009,1,Mineiro,7,,,2
departure," ,, B.L.) - 01 July 2009",2009,1,Quaresma,7,Inter Milan,,2
departure," ,) - 01 June 2009",2009,1,Hiddink,7,,,2
departure," ,, L.) - 24 Marc 2011",2010,1,Samuel,6,Cardiff City,,2
departure," ,, L.) - 23 Marc 2011",2010,1,O'Brien,6,Sheffield Wednesday,,2
departure," ,, L.) - 07 Marc 2011",2010,1,Gardner,6,Preston North End,,2
arrival," , (,, 11 M€) - 30 May 2006",2006,1,Johnson,7,Crystal Palace,Everton,1
departure," ,) - 01 Apri 2007",2006,1,Viðarsson,7,Bournemouth,,2
arrival," , (,, 295.11 k€) - 27 July 2007",2007,1,Price,7,Ipswich Town,Derby County,1
arrival," , (,, 4.4 M€) - 25 July 2007",2007,1,Davis,7,Sheffield U,Derby County,1
arrival," , (staff, ,) - 16 July 2007",2007,1,Fettis,7,,Derby County,1
departure," ,, B.L.) - 30 June 2005",2005,1,Arteta,8,Real Sociedad,,2
departure," ,, 0 €) - 03 June 2005",2005,1,Fox,8,Walsall,,2
arrival," , (,, B.L.) - 01 May 2006",2005,1,Rehman,9,Norwich City,Fulham,1
departure," ,) - 02 July 2008",2008,1,Runström,7,OB,,2
departure," ,, B.L.) - 01 July 2008",2008,1,Stalteri,7,Tottenham B,,2
departure," ,, 0 €) - 28 May 2008",2008,1,Warner,7,,,2
departure," ,) - 30 May 2014",2014,1,Alexander,5,,,2
departure," ,) - 30 May 2014",2014,1,Sow,5,,,2
departure," ,) - 30 May 2014",2014,1,Gabbidon,5,,,2
arrival," , (,, L.) - 24 Janu 2014",2013,1,Traoré,6,Monaco,Everton,1
arrival," , (,, 2 M€) - 11 Janu 2014",2013,1,McGeady,6,Spartak M.,Everton,1
departure," ,, L.) - 31 Augu 2011",2011,1,Benayoun,5,Arsenal,,2
departure," ,) - 24 Augu 2011",2011,1,Rajkovic,5,HSV,,2
departure," ,, 15 M€) - 06 Augu 2011",2011,1,Zhirkov,5,Anzhi Makhachkala,,2
departure," ,, L.) - 01 Augu 2012",2012,1,Ibrahim,7,Strömsgodset,,2
departure," ,, 8.65 M€) - 13 July 2012",2012,1,Adebayor,7,Tottenham,,2
departure," ,, L.) - 06 July 2012",2012,1,Bridge,7,Brighton & Hove,,2
arrival," , (,, L.) - 23 Janu 2010",2009,1,Senderos,8,Arsenal,Everton,1
arrival," , (,, L.) - 01 Janu 2010",2009,1,Donovan,8,Los Angeles,Everton,1
arrival," , (,, B.L.) - 18 Dece 2009",2009,1,Vaughan,8,Derby County,Everton,1
departure," ,) - 28 Janu 2011",2010,1,Mustapha,6,,,2
departure," ,) - 01 Janu 2011",2010,1,O'Brien,6,Leeds United,,2
departure," ,, 0 €) - 02 Sept 2010",2010,1,Shittu,6,,,2
departure," ,, L.) - 23 Febr 2007",2006,1,Turner,7,S Wednesday,,2
departure," ,, 3.7 M€) - 24 Janu 2007",2006,1,Davies,7,Fulham,,2
arrival," , (,, 0 €) - 10 July 2007",2007,1,Hinchliffe,7,,Derby County,1
arrival," , (,, 0 €) - 08 July 2007",2007,1,Todd,7,Blackburn,Derby County,1
arrival," , (,, 1.5 M€) - 04 July 2007",2007,1,Mears,7,West Ham,Derby County,1
arrival," , (,) - 31 Janu 2006",2005,1,Brown,9,Tottenham,Fulham,1
arrival," , (,, L.) - 19 Janu 2006",2005,1,Bridge,9,Chelsea,Fulham,1
arrival," , (,, 1.4 M€) - 10 Janu 2006",2005,1,Niemi,9,Southampton,Fulham,1
departure," ,, 0 €) - 28 May 2008",2008,1,McBride,7,,,2
departure," ,) - 24 May 2008",2008,1,Pearce,7,,,2
departure," ,) - 24 May 2008",2008,1,Litmanen,7,,,2
departure," ,) - 30 May 2014",2014,1,Wilbraham,5,,,2
departure," ,) - 30 May 2014",2014,1,Parr,5,,,2
departure," ,) - 30 May 2014",2014,1,Moxey,5,,,2
arrival," , (,) - 02 Sept 2013",2013,1,Barry,6,Man City,Everton,1
arrival," , (,, 15.3 M€) - 02 Sept 2013",2013,1,McCarthy,6,Wigan,Everton,1
departure," ,, L.) - 22 July 2011",2011,1,Courtois,5,Atlético Madrid,,2
departure," ,, 0 €) - 01 July 2011",2011,1,Borini,5,Parma,,2
departure," ,, L.) - 01 July 2011",2011,1,Bruma,5,Hamburger SV,,2
departure," ,, B.L.) - 01 July 2012",2012,1,Pizarro,7,AS Roma,,2
departure," ,, 0 €) - 01 July 2012",2012,1,Hargreaves,7,,,2
departure," ,, 0 €) - 30 June 2012",2012,1,Taylor,7,,,2
arrival," , (,, 0 €) - 19 Sept 2009",2009,1,Neill,8,,Everton,1
arrival," , (,, 7 M€) - 01 Sept 2009",2009,1,Heitinga,8,Atlético,Everton,1
arrival," , (,, 6.5 M€) - 27 Augu 2009",2009,1,Distin,8,Portsmouth,Everton,1
departure," ,) - 04 Augu 2010",2010,1,Vaz Te,6,Panionios,,2
departure," ,, 0 €) - 30 July 2010",2010,1,Hunt,6,Bristol City,,2
departure," ,, 0 €) - 16 Janu 2007",2006,1,Weir,7,Rangers,,2
departure," ,, B.L.) - 31 Dece 2006",2006,1,Howard,7,Man U,,2
departure," ,, 3 M€) - 31 Augu 2006",2006,1,Kilbane,7,Wigan,,2
arrival," , (staff, ,, 0 €) - 01 July 2007",2007,1,Kelly,7,Preston NE,Derby County,1
arrival," , (,, 5 M€) - 29 June 2007",2007,1,Earnshaw,7,Norwich City,Derby County,1
arrival," , (,, B.L.) - 06 May 2007",2007,1,Smith,7,Millwall,Derby County,1
arrival," , (,, 0 €) - 06 Janu 2006",2005,1,Elliott,9,Columbus Crew,Fulham,1
arrival," , (,, 147.56 k€) - 05 Janu 2006",2005,1,Warner,9,Cardiff City,Fulham,1
arrival," , (,, 0 €) - 09 Sept 2005",2005,1,Christanval,9,Marseille,Fulham,1
departure," ,) - 24 May 2008",2008,1,Christanval,7,,,2
departure," ,, 0 €) - 24 May 2008",2008,1,Bocanegra,7,,,2
arrival," , (,, B.L.) - 27 Apri 2009",2008,1,Brown,8,Leicester,Hull City,1
arrival," , (,, L.) - 02 Febr 2015",2014,1,Lennon,6,Tottenham,Everton,1
arrival," , (,, B.L.) - 02 Janu 2015",2014,1,Hope,6,Bury,Everton,1
arrival," , (,, L.) - 02 Sept 2013",2013,1,Lukaku,6,Chelsea,Everton,1
arrival," , (,, L.) - 10 July 2013",2013,1,Deulofeu,6,FC Barcelona B,Everton,1
arrival," , (,) - 09 July 2013",2013,1,Joel,6,Atlético,Everton,1
departure," ,) - 23 May 2011",2011,1,Ancelotti,5,,,2
arrival," , (,, L.) - 31 Janu 2012",2011,1,Pienaar,6,Tottenham,Everton,1
arrival," , (,, 6.6 M€) - 31 Janu 2012",2011,1,Jelavic,6,Rangers,Everton,1
arrival," , (,, 5 M€) - 21 Augu 2012",2012,1,Büttner,8,Vitesse,Manchester United,1
arrival," , (,, 30 M€) - 15 Augu 2012",2012,1,van Persie,8,Arsenal,Manchester United,1
arrival," , (,, 10 M€) - 25 Augu 2009",2009,1,Bilyaletdinov,8,Lokomotiv M.,Everton,1
arrival," , (,, L.) - 10 July 2009",2009,1,Jô,8,Man City,Everton,1
arrival," , (,) - 01 July 2009",2009,1,Mustafi,8,Hamburger SV B,Everton,1
departure," ,, L.) - 15 July 2010",2010,1,Al Habsi,6,Wigan,,2
departure," ,, B.L.) - 01 July 2010",2010,1,Wilshere,6,Arsenal,,2
departure," ,, B.L.) - 01 July 2010",2010,1,Weiss,6,Manchester City B,,2
departure," ,, B.L.) - 01 July 2006",2006,1,Ferrari,7,AS Roma,,2
departure," ,, 0 €) - 11 May 2006",2006,1,Westerveld,7,Almeria,,2
departure," ,, 0 €) - 08 May 2006",2006,1,Martyn,7,,,2
departure," ,, 0 €) - 28 Apri 2008",2007,1,Ternent,7,Huddersfield Town,,2
departure," ,, 0 €) - 03 Apri 2008",2007,1,Robert,7,Toronto FC,,2
arrival," , (,, 1 M€) - 17 July 2005",2005,1,Jensen,9,Dortmund,Fulham,1
arrival," , (staff, ,, 0 €) - 01 July 2005",2005,1,Lewington,9,,Fulham,1
arrival," , (,, 1.8 M€) - 27 June 2005",2005,1,Helguson,9,Watford,Fulham,1
arrival," , (,, B.L.) - 13 Apri 2009",2008,1,Warner,8,Leicester,Hull City,1
arrival," , (,, 5.3 M€) - 23 Janu 2009",2008,1,Bullard,8,Fulham,Hull City,1
arrival," , (,, L.) - 16 Janu 2009",2008,1,Manucho,8,Man U,Hull City,1
arrival," , (,, B.L.) - 01 Janu 2015",2014,1,Junior,6,Strömsgodset,Everton,1
arrival," , (,, 0 €) - 26 Augu 2014",2014,1,Eto'o,6,,Everton,1
arrival," , (,, 0 €) - 09 July 2013",2013,1,Alcaraz,6,Wigan,Everton,1
arrival," , (,, 7 M€) - 06 July 2013",2013,1,Koné,6,Wigan,Everton,1
arrival," , (man., ,, 0 €) - 14 June 2013",2013,1,Martínez,6,Wigan,Everton,1
arrival," , (,, 600 k€) - 13 Janu 2012",2011,1,Gibson,6,Man U,Everton,1
arrival," , (,, L.) - 02 Janu 2012",2011,1,Donovan,6,Los Angeles,Everton,1
arrival," , (,) - 17 Octo 2011",2011,1,McFadden,6,,Everton,1
arrival," , (,, 15 M€) - 22 June 2012",2012,1,Kagawa,8,Dortmund,Manchester United,1
arrival," , (,, 2.5 M€) - 12 June 2012",2012,1,Powell,8,Crewe,Manchester United,1
arrival," , (,, B.L.) - 31 May 2009",2009,1,Turner,8,Nottingham,Everton,1
departure," ,, L.) - 19 Marc 2010",2009,1,Coleman,8,Blackpool,,2
departure," ,, B.L.) - 01 July 2010",2010,1,Klasnic,6,Nantes,,2
departure," ,) - 01 July 2010",2010,1,McCann,6,,,2
arrival," , (,, 24 M€) - 31 Janu 2011",2010,1,David Luiz,7,Benfica,Chelsea,1
departure," ,, 0 €) - 08 May 2006",2006,1,Li,7,,,2
departure," ,, 0 €) - 08 May 2006",2006,1,Ferguson,7,,,2
arrival," , (man., ,) - 11 Apri 2007",2006,1,Sanchez,8,N. Ireland,Fulham,1
departure," ,, L.) - 27 Marc 2008",2007,1,Pearson,7,Stoke City,,2
departure," ,, L.) - 07 Marc 2008",2007,1,Fagan,7,Hull City,,2
departure," ,, L.) - 29 Febr 2008",2007,1,Johnson,7,Notts County,,2
arrival," , (,) - 10 June 2005",2005,1,Elrich,9,Parramatta,Fulham,1
arrival," , (,) - 09 June 2005",2005,1,Drobny,9,Panionios,Fulham,1
arrival," , (,) - 14 Janu 2009",2008,1,Kilbane,8,Wigan,Hull City,1
arrival," , (,, 2.5 M€) - 01 Janu 2009",2008,1,Zayatte,8,Young Boys,Hull City,1
arrival," , (,, B.L.) - 30 Nove 2008",2008,1,Welsh,8,Carlisle United,Hull City,1
arrival," , (,, L.) - 12 Augu 2014",2014,1,Atsu,6,Chelsea,Everton,1
arrival," , (,, 38.86 M€) - 30 July 2014",2014,1,Lukaku,6,Chelsea,Everton,1
arrival," , (,, 5.3 M€) - 24 July 2014",2014,1,Besic,6,Ferencváros,Everton,1
arrival," , (,, B.L.) - 01 June 2013",2013,1,Gueye,6,Brest,Everton,1
departure," ,, L.) - 27 Marc 2014",2013,1,Vellios,6,Blackpool,,2
departure," ,) - 31 Janu 2014",2013,1,Heitinga,6,Fulham,,2
arrival," , (,) - 23 Sept 2011",2011,1,Hahnemann,6,,Everton,1
arrival," , (,, L.) - 31 Augu 2011",2011,1,Stracqualursi,6,Tigre,Everton,1
arrival," , (,, B.L.) - 01 June 2012",2012,1,Kuszczak,8,Watford,Manchester United,1
arrival," , (,, B.L.) - 01 June 2012",2012,1,Macheda,8,QPR,Manchester United,1
departure," ,, L.) - 24 Janu 2013",2012,1,Macheda,8,Stuttgart,,2
departure," ,, B.L.) - 14 Marc 2010",2009,1,Donovan,8,Los Angeles,,2
departure," ,, L.) - 12 Marc 2010",2009,1,Vaughan,8,Leicester,,2
departure," ,, 840 k€) - 14 Janu 2010",2009,1,Neill,8,Galatasaray,,2
arrival," , (,, 58.5 M€) - 31 Janu 2011",2010,1,Torres,7,Liverpool,Chelsea,1
arrival," , (,, 20 M€) - 13 Augu 2010",2010,1,Ramires,7,Benfica,Chelsea,1
arrival," , (,, B.L.) - 30 Marc 2007",2006,1,Runström,8,Luton Town,Fulham,1
arrival," , (,, B.L.) - 08 Marc 2007",2006,1,Crossley,8,S Wednesday,Fulham,1
arrival," , (,, 0 €) - 27 Janu 2007",2006,1,Smertin,8,Dinamo Moscow,Fulham,1
departure," ,, L.) - 18 Febr 2008",2007,1,Teale,7,Plymouth,,2
departure," ,, 0 €) - 31 Janu 2008",2007,1,Malcolm,7,,,2
departure," ,, L.) - 31 Janu 2008",2007,1,Nyatanga,7,Barnsley,,2
departure," ,, L.) - 31 Janu 2006",2005,1,Drobny,9,ADO Den Haag,,2
departure," ,, L.) - 31 Janu 2006",2005,1,Rehman,9,Norwich City,,2
departure," ,, L.) - 09 Janu 2006",2005,1,Elrich,9,Lyn Oslo,,2
arrival," , (,, 0 €) - 22 Sept 2008",2008,1,Giannakopoulos,8,Bolton,Hull City,1
arrival," , (,, 3.5 M€) - 01 Sept 2008",2008,1,Cousin,8,Rangers,Hull City,1
departure," ,, L.) - 26 Marc 2015",2014,1,Junior,6,Port Vale,,2
departure," ,) - 24 Janu 2015",2014,1,Eto'o,6,Sampdoria,,2
departure," ,) - 03 Janu 2015",2014,1,Hope,6,Bury,,2
departure," ,, 7.8 M€) - 14 Janu 2014",2013,1,Jelavic,6,Hull City,,2
departure," ,, 32 M€) - 02 Sept 2013",2013,1,Fellaini,6,Manchester United,,2
departure," ,, 7 M€) - 02 Sept 2013",2013,1,Anichebe,6,West Bromwich Albion,,2
arrival," , (,, L.) - 31 Augu 2011",2011,1,Drenthe,6,Real Madrid,Everton,1
arrival," , (,, B.L.) - 01 July 2011",2011,1,Yobo,6,Fenerbahçe,Everton,1
arrival," , (,, B.L.) - 01 July 2011",2011,1,Ayegbeni,6,Leicester,Everton,1
departure," ,, 5 M€) - 31 Augu 2012",2012,1,Berbatov,8,Fulham,,2
departure," ,, 0 €) - 27 July 2012",2012,1,Pogba,8,Juventus,,2
departure," ,, 3.1 M€) - 09 July 2012",2012,1,Park,8,QPR,,2
departure," ,, B.L.) - 01 Janu 2010",2009,1,Jô,8,Man City,,2
departure," ,, 27 M€) - 24 Augu 2009",2009,1,Lescott,8,Man City,,2
arrival," , (,, 7 M€) - 02 July 2010",2010,1,Benayoun,7,Liverpool,Chelsea,1
arrival," , (,, B.L.) - 01 July 2010",2010,1,Mancienne,7,Wolverhampton,Chelsea,1
arrival," , (,, B.L.) - 01 July 2010",2010,1,Di Santo,7,Blackburn,Chelsea,1
arrival," , (,, 3.7 M€) - 24 Janu 2007",2006,1,Davies,8,Everton,Fulham,1
arrival," , (,, 3 M€) - 11 Janu 2007",2006,1,Dempsey,8,New England,Fulham,1
arrival," , (,, L.) - 04 Janu 2007",2006,1,Montella,8,AS Roma,Fulham,1
departure," ,, L.) - 31 Janu 2008",2007,1,Bywater,7,Ipswich Town,,2
departure," ,) - 28 Janu 2008",2007,1,Macken,7,Barnsley,,2
departure," ,, 442.67 k€) - 11 Janu 2008",2007,1,Griffin,7,Stoke City,,2
departure," ,, B.L.) - 04 Janu 2006",2005,1,Warner,9,Cardiff City,,2
departure," ,, 0 €) - 20 July 2005",2005,1,Cole,9,Manchester City,,2
departure," ,) - 01 July 2005",2005,1,Petta,9,Bradford,,2
arrival," , (,, L.) - 30 Augu 2008",2008,1,McShane,8,Sunderland,Hull City,1
arrival," , (,) - 15 Augu 2008",2008,1,Gardner,8,Tottenham,Hull City,1
departure," ,, 0 €) - 25 July 2014",2014,1,Gueye,6,Millwall,,2
departure," ,, 0 €) - 01 July 2014",2014,1,Vellios,6,Lierse,,2
departure," ,, B.L.) - 01 July 2014",2014,1,Traoré,6,Monaco,,2
departure," ,, 0 €) - 17 July 2013",2013,1,Mucha,6,Krylia Sovetov Samara,,2
departure," ,) - 01 July 2013",2013,1,Hitzlsperger,6,,,2
departure," ,) - 14 June 2013",2013,1,Moyes,6,Manchester United,,2
arrival," , (,, B.L.) - 20 May 2011",2011,1,Vaughan,6,Crystal Palace,Everton,1
arrival," , (,, L.) - 20 May 2011",2011,1,Agard,6,Kilmarnock,Everton,1
arrival," , (,, B.L.) - 09 May 2011",2011,1,Turner,6,Preston NE,Everton,1
departure," ,, L.) - 02 July 2012",2012,1,Fabio,8,QPR,,2
departure," ,, 0 €) - 01 July 2012",2012,1,Owen,8,,,2
departure," ,) - 19 June 2012",2012,1,Kuszczak,8,Brighton & Hove,,2
departure," ,) - 01 July 2009",2009,1,van der Meyde,8,,,2
departure," ,, 0 €) - 29 June 2009",2009,1,Jacobsen,8,Blackburn,,2
departure," ,, B.L.) - 12 June 2009",2009,1,Castillo,8,RS Belgrade,,2
arrival," , (,, B.L.) - 01 July 2010",2010,1,Rajkovic,7,FC Twente,Chelsea,1
departure," ,, L.) - 17 Marc 2011",2010,1,Borini,7,Swansea,,2
arrival," , (,, B.L.) - 02 Janu 2007",2006,1,Warner,8,Leeds United,Fulham,1
arrival," , (,, L.) - 31 Augu 2006",2006,1,Lastuvka,8,Shakhtar,Fulham,1
arrival," , (,, L.) - 31 Augu 2006",2006,1,Routledge,8,Tottenham,Fulham,1
departure," ,, 737.78 k€) - 11 Janu 2008",2007,1,Oakley,7,Leicester,,2
departure," ,, 2.21 M€) - 31 Dece 2007",2007,1,Howard,7,Leicester,,2
departure," ,, 0 €) - 26 Nove 2007",2007,1,Kelly,7,,,2
departure," ,) - 01 July 2005",2005,1,Bonnissel,9,,,2
departure," ,) - 01 July 2005",2005,1,Buari,9,Woking,,2
departure," ,) - 05 June 2005",2005,1,Van der Sar,9,Manchester United,,2
arrival," , (,, L.) - 12 Augu 2008",2008,1,King,8,Wigan,Hull City,1
arrival," , (,, 2.8 M€) - 16 July 2008",2008,1,Halmosi,8,Plymouth,Hull City,1
arrival," , (,) - 11 July 2008",2008,1,Mendy,8,,Hull City,1
departure," ,, B.L.) - 01 July 2014",2014,1,Lukaku,6,Chelsea,,2
departure," ,, B.L.) - 30 June 2014",2014,1,Deulofeu,6,FC Barcelona,,2
departure," ,) - 08 June 2013",2013,1,Neville,6,,,2
arrival," , (,, B.L.) - 01 May 2014",2013,1,Tunnicliffe,7,Wigan,Fulham,1
arrival," , (,) - 12 Apri 2014",2013,1,Etheridge,7,Crewe,Fulham,1
departure," ,, B.L.) - 26 Febr 2012",2011,1,Donovan,6,Los Angeles,,2
departure," ,, 0 €) - 31 Janu 2012",2011,1,Saha,6,Tottenham,,2
departure," ,, 6.7 M€) - 25 Janu 2012",2011,1,Bilyaletdinov,6,Spartak M.,,2
departure," ,) - 15 May 2012",2012,1,De Laet,8,Leicester,,2
arrival," , (,, B.L.) - 29 Apri 2013",2012,1,Ameobi,9,Middlesbrough,Newcastle United,1
departure," ,) - 12 June 2009",2009,1,Valente,8,,,2
arrival," , (,, L.) - 01 Febr 2010",2009,1,Shorey,9,Aston Villa,Fulham,1
arrival," , (,, L.) - 01 Febr 2010",2009,1,Okaka,9,AS Roma,Fulham,1
departure," ,, L.) - 05 Febr 2011",2010,1,Bruma,7,Leicester,,2
departure," ,, L.) - 31 Janu 2011",2010,1,Sturridge,7,Bolton Wanderers,,2
departure," ,, L.) - 26 Janu 2011",2010,1,Kakuta,7,Fulham,,2
arrival," , (,, 4.5 M€) - 26 July 2006",2006,1,Queudrue,8,Middlesbrough,Fulham,1
arrival," , (,, B.L.) - 01 July 2006",2006,1,Elrich,8,Lyn Oslo,Fulham,1
arrival," , (,) - 08 May 2006",2006,1,Bullard,8,Wigan,Fulham,1
departure," ,, 0 €) - 26 Nove 2007",2007,1,Davies,7,,,2
departure," ,, L.) - 20 Nove 2007",2007,1,Camara,7,Norwich City,,2
departure," ,, 0 €) - 01 June 2005",2005,1,McKinlay,9,,,2
departure," ,, 0 €) - 31 May 2005",2005,1,Clark,9,,,2
arrival," , (,, 0 €) - 27 Janu 2006",2005,1,Fowler,10,Man City,Liverpool,1
arrival," , (,, 1.4 M€) - 10 July 2008",2008,1,Boateng,8,Middlesbrough,Hull City,1
arrival," , (,) - 05 July 2008",2008,1,Geovanni,8,Man City,Hull City,1
arrival," , (,, 1.05 M€) - 17 June 2008",2008,1,Fagan,8,Derby County,Hull City,1
